id,category,source,case_id,key_path,ko,en,ja,zh-CN,notes
non_party_scripted_text_src_data_scriptedText_spouse-01_channels_mediation_.entries_fact_first_a_.variants_mediation-fact_first-a-v5_.text,non_party_scripted_text,src/data/scriptedText,spouse-01,channels[mediation].entries[fact_first|a].variants[mediation-fact_first-a-v5].text,감정보다 기록을 먼저 보겠습니다. 제가 무서워서 붙인 해석과 실제 돈 흐름은 나눠야 합니다.,"I would prefer to lay the facts down first — what was visited, what was withdrawn, what was cancelled — in that order. What I admit, I admit clearly; what I dispute, I will keep as dispute.",当時の判断を後悔しています。整理に時間を要します。,"其实我想说的是,希望先从事实出发。出轨是不是真的、那笔大额去了哪里、存款是谁解约的,按顺序来。我愿意配合裁判官。","Scripted text channel without party a/b as speaker: system, judge, witness, dossier, mediation, aftermath, and milestone copy."
non_party_scripted_text_src_data_scriptedText_spouse-01_channels_mediation_.entries_fact_first_a_.variants_mediation-fact_first-a-v6_.behaviorHint,non_party_scripted_text,src/data/scriptedText,spouse-01,channels[mediation].entries[fact_first|a].variants[mediation-fact_first-a-v6].behaviorHint,상처를 남기면서도 판단을 재판관에게 맡긴다.,,,,"Scripted text channel without party a/b as speaker: system, judge, witness, dossier, mediation, aftermath, and milestone copy."
non_party_scripted_text_src_data_scriptedText_spouse-01_channels_mediation_.entries_fact_first_a_.variants_mediation-fact_first-a-v6_.text,non_party_scripted_text,src/data/scriptedText,spouse-01,channels[mediation].entries[fact_first|a].variants[mediation-fact_first-a-v6].text,좋습니다. 외도 오해가 왜 생겼는지와 제가 어떤 선을 넘었는지를 따로 밝혀주십시오.,"I would prefer to lay the facts down first — what was visited, what was withdrawn, what was cancelled — in that order. Even a partial ruling can be a fair one if the lines are drawn cleanly.",判決を急がず、整えて結論をお願いします。,"让我再确认一下,希望先从事实出发。出轨是不是真的、那笔大额去了哪里、存款是谁解约的,按顺序来。我会再补充。","Scripted text channel without party a/b as speaker: system, judge, witness, dossier, mediation, aftermath, and milestone copy."
non_party_scripted_text_src_data_scriptedText_spouse-01_channels_mediation_.entries_fact_first_a_.variants_mediation-fact_first-a-v7_.behaviorHint,non_party_scripted_text,src/data/scriptedText,spouse-01,channels[mediation].entries[fact_first|a].variants[mediation-fact_first-a-v7].behaviorHint,선후와 책임의 배열을 중시한다.,,,,"Scripted text channel without party a/b as speaker: system, judge, witness, dossier, mediation, aftermath, and milestone copy."
non_party_scripted_text_src_data_scriptedText_spouse-01_channels_mediation_.entries_fact_first_a_.variants_mediation-fact_first-a-v7_.text,non_party_scripted_text,src/data/scriptedText,spouse-01,channels[mediation].entries[fact_first|a].variants[mediation-fact_first-a-v7].text,"사실부터라면 받아들이겠습니다. 남편의 숨김, 제 송금, 서류 문제가 순서대로 놓여야 합니다.","I would prefer to lay the facts down first — what was visited, what was withdrawn, what was cancelled — in that order. I would rather the harder ruling, drawn correctly, than a softer one drawn wrong.",不貞の真偽と書類の責任は別途、整えてからの判決でお願いします。,"我会尽量讲清楚。希望先从事实出发。出轨是不是真的、那笔大额去了哪里、存款是谁解约的,按顺序来。","Scripted text channel without party a/b as speaker: system, judge, witness, dossier, mediation, aftermath, and milestone copy."
non_party_scripted_text_src_data_scriptedText_spouse-01_channels_mediation_.entries_fact_first_a_.variants_mediation-fact_first-a-v8_.behaviorHint,non_party_scripted_text,src/data/scriptedText,spouse-01,channels[mediation].entries[fact_first|a].variants[mediation-fact_first-a-v8].behaviorHint,스스로 감정을 누르고 사실 판단에 기대려 한다.,,,,"Scripted text channel without party a/b as speaker: system, judge, witness, dossier, mediation, aftermath, and milestone copy."
non_party_scripted_text_src_data_scriptedText_spouse-01_channels_mediation_.entries_fact_first_a_.variants_mediation-fact_first-a-v8_.text,non_party_scripted_text,src/data/scriptedText,spouse-01,channels[mediation].entries[fact_first|a].variants[mediation-fact_first-a-v8].text,그 방식이 맞습니다. 제가 억울하다고 말하기 전에 기록이 먼저 말해야 합니다.,"I would prefer to lay the facts down first — what was visited, what was withdrawn, what was cancelled — in that order. I am not bargaining with the truth here, only asking for it to be sorted.",当事者として整える時間を望みます。,"让我整理一下思绪。希望先从事实出发。出轨是不是真的、那笔大额去了哪里、存款是谁解约的,按顺序来。","Scripted text channel without party a/b as speaker: system, judge, witness, dossier, mediation, aftermath, and milestone copy."
non_party_scripted_text_src_data_scriptedText_spouse-01_channels_mediation_.entries_fact_first_a_.variants_mediation-fact_first-a-v9_.behaviorHint,non_party_scripted_text,src/data/scriptedText,spouse-01,channels[mediation].entries[fact_first|a].variants[mediation-fact_first-a-v9].behaviorHint,말의 질서를 되찾으려 한다.,,,,"Scripted text channel without party a/b as speaker: system, judge, witness, dossier, mediation, aftermath, and milestone copy."
non_party_scripted_text_src_data_scriptedText_spouse-01_channels_mediation_.entries_fact_first_a_.variants_mediation-fact_first-a-v9_.text,non_party_scripted_text,src/data/scriptedText,spouse-01,channels[mediation].entries[fact_first|a].variants[mediation-fact_first-a-v9].text,사실을 먼저 보시면 제 말도 덜 흔들릴 것 같습니다. 제가 본 것과 제가 한 일을 분리하겠습니다.,"I would prefer to lay the facts down first — what was visited, what was withdrawn, what was cancelled — in that order. Please weigh each act on its own; do not let one swallow the other.",私の側の整理に少し時間を要します。,"请耐心听我讲。盼望先从事实出发。出轨是不是真的、那笔大额去了哪里、存款是谁解约的,按顺序来。请您理解。","Scripted text channel without party a/b as speaker: system, judge, witness, dossier, mediation, aftermath, and milestone copy."
non_party_scripted_text_src_data_scriptedText_spouse-01_channels_mediation_.entries_fact_first_b_.variants_mediation-fact_first-b-v1_.behaviorHint,non_party_scripted_text,src/data/scriptedText,spouse-01,channels[mediation].entries[fact_first|b].variants[mediation-fact_first-b-v1].behaviorHint,핵심 사실을 먼저 놓으며 회피를 줄인다.,,,,"Scripted text channel without party a/b as speaker: system, judge, witness, dossier, mediation, aftermath, and milestone copy."
non_party_scripted_text_src_data_scriptedText_spouse-01_channels_mediation_.entries_fact_first_b_.variants_mediation-fact_first-b-v1_.text,non_party_scripted_text,src/data/scriptedText,spouse-01,channels[mediation].entries[fact_first|b].variants[mediation-fact_first-b-v1].text,"좋습니다. 사실부터 보겠습니다. 외도는 아니었고, 다른 큰돈은 별도 사용처로 간 돈입니다.","I would prefer the facts first, Your Honor — what I did with my own hand, separate from how it has been read. I am not asking for an outcome that protects me; I am asking for one that does not blur what happened.",時間を置いて整えてから判決をお願いしたいのです。家族の事情を整理する必要があります。,"好。先看事实。出轨并非事实,而那笔大额是用在另一处用途上的钱。","Scripted text channel without party a/b as speaker: system, judge, witness, dossier, mediation, aftermath, and milestone copy."
non_party_scripted_text_src_data_scriptedText_spouse-01_channels_mediation_.entries_fact_first_b_.variants_mediation-fact_first-b-v10_.behaviorHint,non_party_scripted_text,src/data/scriptedText,spouse-01,channels[mediation].entries[fact_first|b].variants[mediation-fact_first-b-v10].behaviorHint,양쪽 심리를 사실 위에 올리려는 태도다.,,,,"Scripted text channel without party a/b as speaker: system, judge, witness, dossier, mediation, aftermath, and milestone copy."
non_party_scripted_text_src_data_scriptedText_spouse-01_channels_mediation_.entries_fact_first_b_.variants_mediation-fact_first-b-v10_.text,non_party_scripted_text,src/data/scriptedText,spouse-01,channels[mediation].entries[fact_first|b].variants[mediation-fact_first-b-v10].text,"사실부터 듣겠습니다. 제 아내가 의심한 이유도, 제가 말하지 않은 이유도 따로 봐야 합니다.","I would prefer the facts first, Your Honor — what I did with my own hand, separate from how it has been read. Your Honor, this is the shape of mediation I can take responsibility for.",判決を整えてからお待ちします。,"好。先看事实。出轨并非事实,而那笔大额是用在另一处用途上的钱。我说的是我所知道的。","Scripted text channel without party a/b as speaker: system, judge, witness, dossier, mediation, aftermath, and milestone copy."
non_party_scripted_text_src_data_scriptedText_spouse-01_channels_mediation_.entries_fact_first_b_.variants_mediation-fact_first-b-v2_.behaviorHint,non_party_scripted_text,src/data/scriptedText,spouse-01,channels[mediation].entries[fact_first|b].variants[mediation-fact_first-b-v2].behaviorHint,정황을 체계로 바꾸려는 태도다.,,,,"Scripted text channel without party a/b as speaker: system, judge, witness, dossier, mediation, aftermath, and milestone copy."
non_party_scripted_text_src_data_scriptedText_spouse-01_channels_mediation_.entries_fact_first_b_.variants_mediation-fact_first-b-v2_.text,non_party_scripted_text,src/data/scriptedText,spouse-01,channels[mediation].entries[fact_first|b].variants[mediation-fact_first-b-v2].text,"먼저 기록을 보셔야 합니다. 방문, 새벽 연락, 현금 전달, 적금 해지를 순서대로 따져주십시오.","I would prefer the facts first, Your Honor — what I did with my own hand, separate from how it has been read. If the order is right, I can carry the result, whatever it is.",判決を急がず、整えて述べる時間をください。,"关于这一点,好。先看事实。出轨并非事实,而那笔大额是用在另一处用途上的钱。这是我能说的全部。","Scripted text channel without party a/b as speaker: system, judge, witness, dossier, mediation, aftermath, and milestone copy."
non_party_scripted_text_src_data_scriptedText_spouse-01_channels_mediation_.entries_fact_first_b_.variants_mediation-fact_first-b-v3_.behaviorHint,non_party_scripted_text,src/data/scriptedText,spouse-01,channels[mediation].entries[fact_first|b].variants[mediation-fact_first-b-v3].behaviorHint,숨기던 축들을 한꺼번에 올려놓는다.,,,,"Scripted text channel without party a/b as speaker: system, judge, witness, dossier, mediation, aftermath, and milestone copy."
non_party_scripted_text_src_data_scriptedText_spouse-01_channels_mediation_.entries_fact_first_b_.variants_mediation-fact_first-b-v3_.text,non_party_scripted_text,src/data/scriptedText,spouse-01,channels[mediation].entries[fact_first|b].variants[mediation-fact_first-b-v3].text,"사실부터라면 저도 피하지 않겠습니다. 그 가족 일, 비자금 전달, 아내의 서류 문제를 모두 보겠습니다.","I would prefer the facts first, Your Honor — what I did with my own hand, separate from how it has been read. Please let the structure of the ruling match the structure of what we did.",相手の不安を整える時間も必要だと思います。,"请允许我说,好。先看事实。出轨并非事实,而那笔大额是用在另一处用途上的钱。希望您能仔细听完。","Scripted text channel without party a/b as speaker: system, judge, witness, dossier, mediation, aftermath, and milestone copy."
non_party_scripted_text_src_data_scriptedText_spouse-01_channels_mediation_.entries_fact_first_b_.variants_mediation-fact_first-b-v4_.behaviorHint,non_party_scripted_text,src/data/scriptedText,spouse-01,channels[mediation].entries[fact_first|b].variants[mediation-fact_first-b-v4].behaviorHint,자기 잘못을 먼저 낮게 인정한다.,,,,"Scripted text channel without party a/b as speaker: system, judge, witness, dossier, mediation, aftermath, and milestone copy."
non_party_scripted_text_src_data_scriptedText_spouse-01_channels_mediation_.entries_fact_first_b_.variants_mediation-fact_first-b-v4_.text,non_party_scripted_text,src/data/scriptedText,spouse-01,channels[mediation].entries[fact_first|b].variants[mediation-fact_first-b-v4].text,그렇게 가주십시오. 외도 오해가 풀렸다고 제 침묵 책임이 없어지는 건 아닙니다.,"I would prefer the facts first, Your Honor — what I did with my own hand, separate from how it has been read. I will not appeal to feelings; I will stand on the order of the facts.",私の沈黙の責任を、整えて受け止めるための時間を。,"我希望您能听完。好。先看事实。出轨并非事实,而那笔大额是用在另一处用途上的钱。请相信我。","Scripted text channel without party a/b as speaker: system, judge, witness, dossier, mediation, aftermath, and milestone copy."
non_party_scripted_text_src_data_scriptedText_spouse-01_channels_mediation_.entries_fact_first_b_.variants_mediation-fact_first-b-v5_.behaviorHint,non_party_scripted_text,src/data/scriptedText,spouse-01,channels[mediation].entries[fact_first|b].variants[mediation-fact_first-b-v5].behaviorHint,숨겨진 돈의 흐름과 실제 실행 책임을 분리해 세운다.,,,,"Scripted text channel without party a/b as speaker: system, judge, witness, dossier, mediation, aftermath, and milestone copy."
non_party_scripted_text_src_data_scriptedText_spouse-01_channels_mediation_.entries_fact_first_b_.variants_mediation-fact_first-b-v5_.text,non_party_scripted_text,src/data/scriptedText,spouse-01,channels[mediation].entries[fact_first|b].variants[mediation-fact_first-b-v5].text,사실을 먼저 놓으면 말하겠습니다. 누가 먼저 숨겼고 누가 실제로 돈을 움직였는지가 다릅니다.,"I would prefer the facts first, Your Honor — what I did with my own hand, separate from how it has been read. What I admit, I admit clearly; what I dispute, I will keep as dispute.",家族の事情を整える間、判決をお待ちいただけますか。,"其实我想说的是,好。先看事实。出轨并非事实,而那笔大额是用在另一处用途上的钱。我愿意配合裁判官。","Scripted text channel without party a/b as speaker: system, judge, witness, dossier, mediation, aftermath, and milestone copy."
non_party_scripted_text_src_data_scriptedText_spouse-01_channels_mediation_.entries_fact_first_b_.variants_mediation-fact_first-b-v6_.behaviorHint,non_party_scripted_text,src/data/scriptedText,spouse-01,channels[mediation].entries[fact_first|b].variants[mediation-fact_first-b-v6].behaviorHint,자기합리화보다 증거를 앞세운다.,,,,"Scripted text channel without party a/b as speaker: system, judge, witness, dossier, mediation, aftermath, and milestone copy."
non_party_scripted_text_src_data_scriptedText_spouse-01_channels_mediation_.entries_fact_first_b_.variants_mediation-fact_first-b-v6_.text,non_party_scripted_text,src/data/scriptedText,spouse-01,channels[mediation].entries[fact_first|b].variants[mediation-fact_first-b-v6].text,좋습니다. 선의였다는 말보다 기록이 먼저입니다. 그 다음에 제 이유를 듣겠습니다.,"I would prefer the facts first, Your Honor — what I did with my own hand, separate from how it has been read. Even a partial ruling can be a fair one if the lines are drawn cleanly.",当事者双方が整えてから判決をお願いします。,"让我再确认一下,好。先看事实。出轨并非事实,而那笔大额是用在另一处用途上的钱。我会再补充。","Scripted text channel without party a/b as speaker: system, judge, witness, dossier, mediation, aftermath, and milestone copy."
non_party_scripted_text_src_data_scriptedText_spouse-01_channels_mediation_.entries_fact_first_b_.variants_mediation-fact_first-b-v7_.behaviorHint,non_party_scripted_text,src/data/scriptedText,spouse-01,channels[mediation].entries[fact_first|b].variants[mediation-fact_first-b-v7].behaviorHint,금액과 출처를 분리해 말한다.,,,,"Scripted text channel without party a/b as speaker: system, judge, witness, dossier, mediation, aftermath, and milestone copy."
non_party_scripted_text_src_data_scriptedText_spouse-01_channels_mediation_.entries_fact_first_b_.variants_mediation-fact_first-b-v7_.text,non_party_scripted_text,src/data/scriptedText,spouse-01,channels[mediation].entries[fact_first|b].variants[mediation-fact_first-b-v7].text,사실부터 정리하겠습니다. 별도로 건넨 돈과 공동 적금 손실은 같은 돈이 아닙니다.,"I would prefer the facts first, Your Honor — what I did with my own hand, separate from how it has been read. I would rather the harder ruling, drawn correctly, than a softer one drawn wrong.",少し時間を要しますが、整えてから判決を。,"我会尽量讲清楚。好。先看事实。出轨并非事实,而那笔大额是用在另一处用途上的钱。","Scripted text channel without party a/b as speaker: system, judge, witness, dossier, mediation, aftermath, and milestone copy."
non_party_scripted_text_src_data_scriptedText_spouse-01_channels_mediation_.entries_fact_first_b_.variants_mediation-fact_first-b-v8_.behaviorHint,non_party_scripted_text,src/data/scriptedText,spouse-01,channels[mediation].entries[fact_first|b].variants[mediation-fact_first-b-v8].behaviorHint,판의 중심이 바뀌는 걸 받아들인다.,,,,"Scripted text channel without party a/b as speaker: system, judge, witness, dossier, mediation, aftermath, and milestone copy."
non_party_scripted_text_src_data_scriptedText_spouse-01_channels_mediation_.entries_fact_first_b_.variants_mediation-fact_first-b-v8_.text,non_party_scripted_text,src/data/scriptedText,spouse-01,channels[mediation].entries[fact_first|b].variants[mediation-fact_first-b-v8].text,기록을 먼저 보시면 저도 덜 숨기겠습니다. 외도 프레임에서 돈의 순서로 넘어가야 합니다.,"I would prefer the facts first, Your Honor — what I did with my own hand, separate from how it has been read. I am not bargaining with the truth here, only asking for it to be sorted.",判決の前に、家族の事情を述べる準備の時間を。,"让我整理一下思绪。好。先看事实。出轨并非事实,而那笔大额是用在另一处用途上的钱。","Scripted text channel without party a/b as speaker: system, judge, witness, dossier, mediation, aftermath, and milestone copy."
non_party_scripted_text_src_data_scriptedText_spouse-01_channels_mediation_.entries_fact_first_b_.variants_mediation-fact_first-b-v9_.behaviorHint,non_party_scripted_text,src/data/scriptedText,spouse-01,channels[mediation].entries[fact_first|b].variants[mediation-fact_first-b-v9].behaviorHint,책임 배열을 재판관에게 맡긴다.,,,,"Scripted text channel without party a/b as speaker: system, judge, witness, dossier, mediation, aftermath, and milestone copy."
non_party_scripted_text_src_data_scriptedText_spouse-01_channels_mediation_.entries_fact_first_b_.variants_mediation-fact_first-b-v9_.text,non_party_scripted_text,src/data/scriptedText,spouse-01,channels[mediation].entries[fact_first|b].variants[mediation-fact_first-b-v9].text,그 방식이면 됩니다. 제가 숨긴 시작과 제 아내가 실행한 선택을 차례대로 놓겠습니다.,"I would prefer the facts first, Your Honor — what I did with my own hand, separate from how it has been read. Please weigh each act on its own; do not let one swallow the other.",整えて述べてから判決を仰ぎたいのです。,"请耐心听我讲。好。先看事实。出轨并非事实,而那笔大额是用在另一处用途上的钱。请您理解。","Scripted text channel without party a/b as speaker: system, judge, witness, dossier, mediation, aftermath, and milestone copy."
non_party_scripted_text_src_data_scriptedText_spouse-01_channels_mediation_.entries_immediate_a_.variants_mediation-immediate-a-v1_.behaviorHint,non_party_scripted_text,src/data/scriptedText,spouse-01,channels[mediation].entries[immediate|a].variants[mediation-immediate-a-v1].behaviorHint,긴장한 채 수용하지만 자기 책임이 한 덩어리로 몰리는 건 막으려 한다.,,,,"Scripted text channel without party a/b as speaker: system, judge, witness, dossier, mediation, aftermath, and milestone copy."
non_party_scripted_text_src_data_scriptedText_spouse-01_channels_mediation_.entries_immediate_a_.variants_mediation-immediate-a-v1_.text,non_party_scripted_text,src/data/scriptedText,spouse-01,channels[mediation].entries[immediate|a].variants[mediation-immediate-a-v1].text,지금 정리하셔도 됩니다. 다만 외도 의심과 제가 공동 적금을 움직인 일은 따로 봐주셨으면 합니다.,"You can rule today, Your Honor — only please keep the affair question and what I did with the joint savings on separate lines. I am not asking for an outcome that protects me; I am asking for one that does not blur what happened.",今この場で整えていただいて構いません。ただ、不貞の疑いと共同口座を私が動かした件は別々に見ていただきたいのです。,现在做整理也可以。但请把出轨嫌疑和我动了共同存款这件事分开来看。,"Scripted text channel without party a/b as speaker: system, judge, witness, dossier, mediation, aftermath, and milestone copy."
non_party_scripted_text_src_data_scriptedText_spouse-01_channels_mediation_.entries_immediate_a_.variants_mediation-immediate-a-v10_.behaviorHint,non_party_scripted_text,src/data/scriptedText,spouse-01,channels[mediation].entries[immediate|a].variants[mediation-immediate-a-v10].behaviorHint,결론을 받아들이며 마지막 방어를 남긴다.,,,,"Scripted text channel without party a/b as speaker: system, judge, witness, dossier, mediation, aftermath, and milestone copy."
non_party_scripted_text_src_data_scriptedText_spouse-01_channels_mediation_.entries_immediate_a_.variants_mediation-immediate-a-v10_.text,non_party_scripted_text,src/data/scriptedText,spouse-01,channels[mediation].entries[immediate|a].variants[mediation-immediate-a-v10].text,지금 결정하셔도 저는 듣겠습니다. 다만 한쪽이 전부 나쁘다는 말로 끝나지 않았으면 합니다.,"You can rule today, Your Honor — only please keep the affair question and what I did with the joint savings on separate lines. Your Honor, this is the shape of mediation I can take responsibility for.",相手の事情と私の罪は別の重みでお願いします。,现在做整理也可以。但请把出轨嫌疑和我动了共同存款这件事分开来看。我说的是我所知道的。,"Scripted text channel without party a/b as speaker: system, judge, witness, dossier, mediation, aftermath, and milestone copy."
non_party_scripted_text_src_data_scriptedText_spouse-01_channels_mediation_.entries_immediate_a_.variants_mediation-immediate-a-v2_.behaviorHint,non_party_scripted_text,src/data/scriptedText,spouse-01,channels[mediation].entries[immediate|a].variants[mediation-immediate-a-v2].behaviorHint,피해자 위치를 놓지 않으면서도 자기 행동을 따로 세운다.,,,,"Scripted text channel without party a/b as speaker: system, judge, witness, dossier, mediation, aftermath, and milestone copy."
non_party_scripted_text_src_data_scriptedText_spouse-01_channels_mediation_.entries_immediate_a_.variants_mediation-immediate-a-v2_.text,non_party_scripted_text,src/data/scriptedText,spouse-01,channels[mediation].entries[immediate|a].variants[mediation-immediate-a-v2].text,오늘 결론을 내리셔도 됩니다. 제 남편의 침묵과 제 적금 해지는 같은 말로 묶이지 않았으면 합니다.,"You can rule today, Your Honor — only please keep the affair question and what I did with the joint savings on separate lines. If the order is right, I can carry the result, whatever it is.",今ここで結論を出していただいて構いません。私の側の動きと相手の沈黙は別の問題です。,"关于这一点,现在做整理也可以。但请把出轨嫌疑和我动了共同存款这件事分开来看。这是我能说的全部。","Scripted text channel without party a/b as speaker: system, judge, witness, dossier, mediation, aftermath, and milestone copy."
non_party_scripted_text_src_data_scriptedText_spouse-01_channels_mediation_.entries_immediate_a_.variants_mediation-immediate-a-v3_.behaviorHint,non_party_scripted_text,src/data/scriptedText,spouse-01,channels[mediation].entries[immediate|a].variants[mediation-immediate-a-v3].behaviorHint,결론을 받아들이되 선후를 붙잡으려는 눈빛이다.,,,,"Scripted text channel without party a/b as speaker: system, judge, witness, dossier, mediation, aftermath, and milestone copy."
non_party_scripted_text_src_data_scriptedText_spouse-01_channels_mediation_.entries_immediate_a_.variants_mediation-immediate-a-v3_.text,non_party_scripted_text,src/data/scriptedText,spouse-01,channels[mediation].entries[immediate|a].variants[mediation-immediate-a-v3].text,"지금 판단하신다면, 제가 먼저 단정한 부분과 남편이 먼저 숨긴 부분을 순서대로 적어주셨으면 합니다.","You can rule today, Your Honor — only please keep the affair question and what I did with the joint savings on separate lines. Please let the structure of the ruling match the structure of what we did.",結論をお願いします。私の責任は私が背負います。,"请允许我说,现在做整理也可以。但请把出轨嫌疑和我动了夫妻共同存款这件事分开来看。希望您能仔细听完。","Scripted text channel without party a/b as speaker: system, judge, witness, dossier, mediation, aftermath, and milestone copy."
non_party_scripted_text_src_data_scriptedText_spouse-01_channels_mediation_.entries_immediate_a_.variants_mediation-immediate-a-v4_.behaviorHint,non_party_scripted_text,src/data/scriptedText,spouse-01,channels[mediation].entries[immediate|a].variants[mediation-immediate-a-v4].behaviorHint,외도 오독을 인정하면서도 상대 책임을 남긴다.,,,,"Scripted text channel without party a/b as speaker: system, judge, witness, dossier, mediation, aftermath, and milestone copy."
non_party_scripted_text_src_data_scriptedText_spouse-01_channels_mediation_.entries_immediate_a_.variants_mediation-immediate-a-v4_.text,non_party_scripted_text,src/data/scriptedText,spouse-01,channels[mediation].entries[immediate|a].variants[mediation-immediate-a-v4].text,바로 정리해도 괜찮습니다. 다만 외도 오해가 풀렸다고 제 남편의 숨김까지 사라지는 건 아니라고 봅니다.,"You can rule today, Your Honor — only please keep the affair question and what I did with the joint savings on separate lines. I will not appeal to feelings; I will stand on the order of the facts.",私の動きは別途処分されると承知しています。それでも今、線を引いていただきたいのです。,我希望您能听完。现在做整理也可以。但请把出轨嫌疑和我动了共同存款这件事分开来看。请相信我。,"Scripted text channel without party a/b as speaker: system, judge, witness, dossier, mediation, aftermath, and milestone copy."
non_party_scripted_text_src_data_scriptedText_spouse-01_channels_mediation_.entries_immediate_a_.variants_mediation-immediate-a-v5_.behaviorHint,non_party_scripted_text,src/data/scriptedText,spouse-01,channels[mediation].entries[immediate|a].variants[mediation-immediate-a-v5].behaviorHint,방어선이 낮아졌지만 책임 분리에는 단호하다.,,,,"Scripted text channel without party a/b as speaker: system, judge, witness, dossier, mediation, aftermath, and milestone copy."
non_party_scripted_text_src_data_scriptedText_spouse-01_channels_mediation_.entries_immediate_a_.variants_mediation-immediate-a-v5_.text,non_party_scripted_text,src/data/scriptedText,spouse-01,channels[mediation].entries[immediate|a].variants[mediation-immediate-a-v5].text,저도 제 잘못을 피하지 않겠습니다. 대신 공동 적금 문제와 남편의 비자금 문제를 따로 판단해 주십시오.,"You can rule today, Your Honor — only please keep the affair question and what I did with the joint savings on separate lines. What I admit, I admit clearly; what I dispute, I will keep as dispute.",相手の沈黙と私の手続き違反は分けて整えてください。,"其实我想说的是,如今做整理也可以。但请把出轨嫌疑和我动了共同存款这件事分开来看。我愿意配合裁判官。","Scripted text channel without party a/b as speaker: system, judge, witness, dossier, mediation, aftermath, and milestone copy."
non_party_scripted_text_src_data_scriptedText_spouse-01_channels_mediation_.entries_immediate_a_.variants_mediation-immediate-a-v6_.behaviorHint,non_party_scripted_text,src/data/scriptedText,spouse-01,channels[mediation].entries[immediate|a].variants[mediation-immediate-a-v6].behaviorHint,수치심을 억누르며 오래된 불신을 꺼낸다.,,,,"Scripted text channel without party a/b as speaker: system, judge, witness, dossier, mediation, aftermath, and milestone copy."
non_party_scripted_text_src_data_scriptedText_spouse-01_channels_mediation_.entries_immediate_a_.variants_mediation-immediate-a-v6_.text,non_party_scripted_text,src/data/scriptedText,spouse-01,channels[mediation].entries[immediate|a].variants[mediation-immediate-a-v6].text,"오늘 끝내도 됩니다. 제가 돈을 움직인 건 사실이지만, 그 전에 집 안에서 쌓인 불신도 기록해 주셨으면 합니다.","You can rule today, Your Honor — only please keep the affair question and what I did with the joint savings on separate lines. Even a partial ruling can be a fair one if the lines are drawn cleanly.",判決を急いでいただいて構いません。,"让我再确认一下,现在做整理也可以。但请把出轨嫌疑和我动了夫妻共同存款这件事分开来看。我会再补充。","Scripted text channel without party a/b as speaker: system, judge, witness, dossier, mediation, aftermath, and milestone copy."
non_party_scripted_text_src_data_scriptedText_spouse-01_channels_mediation_.entries_immediate_a_.variants_mediation-immediate-a-v7_.behaviorHint,non_party_scripted_text,src/data/scriptedText,spouse-01,channels[mediation].entries[immediate|a].variants[mediation-immediate-a-v7].behaviorHint,자기 책임과 상대 책임을 동시에 붙잡는다.,,,,"Scripted text channel without party a/b as speaker: system, judge, witness, dossier, mediation, aftermath, and milestone copy."
non_party_scripted_text_src_data_scriptedText_spouse-01_channels_mediation_.entries_immediate_a_.variants_mediation-immediate-a-v7_.text,non_party_scripted_text,src/data/scriptedText,spouse-01,channels[mediation].entries[immediate|a].variants[mediation-immediate-a-v7].text,"결론을 미루지 않으셔도 됩니다. 저는 제 행동을 인정하되, 남편이 만든 오해의 출발도 같이 남기고 싶습니다.","You can rule today, Your Honor — only please keep the affair question and what I did with the joint savings on separate lines. I would rather the harder ruling, drawn correctly, than a softer one drawn wrong.",私の側の罪は私のものです。,我会尽量讲清楚。现在做整理也可以。但请把出轨嫌疑和我动了共同存款这一点分开来看。,"Scripted text channel without party a/b as speaker: system, judge, witness, dossier, mediation, aftermath, and milestone copy."
non_party_scripted_text_src_data_scriptedText_spouse-01_channels_mediation_.entries_immediate_a_.variants_mediation-immediate-a-v8_.behaviorHint,non_party_scripted_text,src/data/scriptedText,spouse-01,channels[mediation].entries[immediate|a].variants[mediation-immediate-a-v8].behaviorHint,피해와 가해의 두 위치 사이에서 흔들린다.,,,,"Scripted text channel without party a/b as speaker: system, judge, witness, dossier, mediation, aftermath, and milestone copy."
non_party_scripted_text_src_data_scriptedText_spouse-01_channels_mediation_.entries_immediate_a_.variants_mediation-immediate-a-v8_.text,non_party_scripted_text,src/data/scriptedText,spouse-01,channels[mediation].entries[immediate|a].variants[mediation-immediate-a-v8].text,"지금 판을 닫으신다면, 제가 무너진 이유와 제가 넘은 선을 각각 적어주셨으면 합니다.","You can rule today, Your Honor — only please keep the affair question and what I did with the joint savings on separate lines. I am not bargaining with the truth here, only asking for it to be sorted.",不貞の疑いの真偽は別途、書類問題の責任は私のものです。,让我整理一下思绪。现在做整理也可以。但请把出轨嫌疑和我动了共同存款这件事分开来看。,"Scripted text channel without party a/b as speaker: system, judge, witness, dossier, mediation, aftermath, and milestone copy."
non_party_scripted_text_src_data_scriptedText_spouse-01_channels_mediation_.entries_immediate_a_.variants_mediation-immediate-a-v9_.behaviorHint,non_party_scripted_text,src/data/scriptedText,spouse-01,channels[mediation].entries[immediate|a].variants[mediation-immediate-a-v9].behaviorHint,목소리는 낮지만 더 도망치지 않겠다는 기색이다.,,,,"Scripted text channel without party a/b as speaker: system, judge, witness, dossier, mediation, aftermath, and milestone copy."
