term_id,category,ko,frequency,case_scope,sample_context_1,sample_context_2,sample_context_3,current_en,current_ja,current_zh,notes
SYSTEM-023,SYSTEM_TERM,신뢰,115,(global);spouse-01;family-01;friend-01,family-01 case_surface_content: 동생의 성격이나 과거를 꺼내며 상대 신뢰도를 먼저 깎으려 한다.,family-01 case_surface_content: 윤태성 측은 치매 시기 기록의 신뢰성을 다툰다.,family-01 case_surface_content: 신뢰 가능한 자료로 판단,Trust,信頼,信任,P0 system keyword dictionary; 관계/상태 수치
SYSTEM-024,SYSTEM_TERM,제출,114,(global);spouse-01;family-01;friend-01,family-01 case_surface_content: 서류 제출자분,family-01 case_surface_content: 서류 제출자로만 안다.,family-01 case_surface_content: 제출됨,Submit,提出,提交,P0 system keyword dictionary; 증거 제출
SYSTEM-025,SYSTEM_TERM,모순,86,(global);family-01;friend-01,(global) hardcoded_source_literal: AI가 전체 진술을 정리 · 모순 탐지,(global) hardcoded_source_literal: 이전 부부 사건에서 비슷한 금전 은폐 패턴이 있었습니다. 공동 지출 내역을 추궁하면 모순이 드러날 수 있습니다.,(global) hardcoded_source_literal: 모순 토큰 ↑,Contradiction,矛盾,矛盾,P0 system keyword dictionary; 추리 핵심 충돌
SYSTEM-026,SYSTEM_TERM,심문,83,(global);spouse-01;family-01;friend-01,family-01 case_surface_content: 거래 자체는 확정되고 돈의 의미는 심문으로 정리한다.,family-01 case_surface_content: 분리심문,family-01 case_surface_content: 윤정후가 d-1 심문에서 S2에 도달하면 공증인 메모 기록으로 새 쟁점 부상,Interrogation,尋問,询问,P0 system keyword dictionary; 질문/압박 단계
SYSTEM-027,SYSTEM_TERM,법정,75,(global);spouse-01;family-01;friend-01,(global) hardcoded_source_literal: 법정 장악,(global) hardcoded_source_literal: 법정 장악을 확보했습니다.,(global) hardcoded_source_literal: 확인 없는 확신은 법정 밖에서도 상처가 된다.,Courtroom,法廷,法庭,P0 system keyword dictionary; 주요 플레이 공간
SYSTEM-028,SYSTEM_TERM,해금,56,(global);spouse-01;family-01;friend-01,family-01 case_surface_content: d-1에서 공증 절차와 어머니 상태의 균열이 드러나면 해금,family-01 case_surface_content: d-2에서 유서 변경 경위가 드러나면 해금,family-01 case_surface_content: 오래된 지원의 출처가 확인되면 해금,Unlock,解放,解锁,P0 system keyword dictionary; 콘텐츠 개방
SYSTEM-029,SYSTEM_TERM,인증,53,(global);spouse-01;family-01;friend-01,family-01 case_surface_content: 인증됨,family-01 case_surface_content: e-4 인증 후,family-01 case_surface_content: e-6 인증 후,Authenticate,認証,认证,P0 system keyword dictionary; 증거 진위 확인
SYSTEM-030,SYSTEM_TERM,주장,53,(global);spouse-01;family-01;friend-01,family-01 case_surface_content: 윤태성의 조작 주장은 비율 방향과 문서 성격을 분리해 다시 보게 된다.,(global) hardcoded_source_literal: 자신감 — 자기 주장에 확신을 가지고 있습니다,(global) hardcoded_source_literal: A 주장,Claim,主張,主张,P0 system keyword dictionary; 논리/사실 주장
SYSTEM-031,SYSTEM_TERM,당사자,48,(global);spouse-01;family-01;friend-01,"family-01 case_surface_content: 출생 비밀의 공개 범위를 당사자 동의 하에 결정하고, 형제 관계 복원을 위한 조율 절차를 마련한다.",family-01 case_surface_content: 당사자가 제출한 상태,friend-01 case_surface_content: 당사자 대질,Party,当事者,当事人,P0 system keyword dictionary; 분쟁 양측
SYSTEM-032,SYSTEM_TERM,요약,40,(global);family-01;friend-01,family-01 case_surface_content: 3단계 — 전체 녹취 요약,(global) hardcoded_source_literal: 요약,(global) hardcoded_source_literal: 요약 활성화,Summary,要約,摘要,P0 system keyword dictionary; 짧은 정리
SYSTEM-033,SYSTEM_TERM,반박,38,(global);spouse-01;family-01;friend-01,friend-01 case_surface_content: 결론부터 말하고 그 안에 근거를 끼워 넣는다. 상대가 반박하면 이미 끝난 얘기를 다시 꺼내며 맥락을 자기 쪽으로 좁힌다.,(global) hardcoded_source_literal: 반박 진술,(global) hardcoded_source_literal: 반박,Rebuttal,反論,反驳,P0 system keyword dictionary; 상대 주장 반박
SYSTEM-034,SYSTEM_TERM,조정,33,(global);spouse-01;family-01;friend-01,"(global) hardcoded_source_literal: 바로 판결할 수도 있고, 조건부 조정이나 일부 보류를 선택할 수도 있습니다. 미확정 쟁점이 있으면 더 심리할 수 있습니다.",(global) hardcoded_source_literal: 열정의 조정관,(global) hardcoded_source_literal: 신뢰의 조정자,Mediation,調停,调解,P0 system keyword dictionary; Phase 6 합의/조정
SYSTEM-035,SYSTEM_TERM,오독,32,spouse-01;family-01;friend-01,family-01 case_surface_content: 조작/오독 판정,family-01 case_surface_content: 위조 또는 발췌/오독 여부가 판정됨,friend-01 case_surface_content: 조작/오독 판정,Misread,誤読,误读,P0 system keyword dictionary; 증거 해석 오류
SYSTEM-036,SYSTEM_TERM,검증,28,(global);spouse-01;family-01;friend-01,family-01 case_surface_content: 검증 중,friend-01 case_surface_content: 검증 중,spouse-01 case_surface_content: 검증 중,Verification,検証,验证,P0 system keyword dictionary; 증거 검증
SYSTEM-037,SYSTEM_TERM,은폐,14,(global);spouse-01;family-01,family-01 case_surface_content: 윤정후는 지원 사실과 은폐 이유를 함께 설명해야 한다.,family-01 case_surface_content: 출생 비밀 은폐 자체의 문제를 본다.,spouse-01 case_surface_content: 은폐와 선제행동의 순서,Concealment,隠蔽,隐瞒,P0 system keyword dictionary; 숨긴 행위
SYSTEM-038,SYSTEM_TERM,왜곡,9,(global);spouse-01;family-01,family-01 case_surface_content: 어머니의 뜻을 두 아들 모두 왜곡했다,(global) hardcoded_source_literal: 누가 어머니의 뜻을 왜곡했는지,family-01 non_party_scripted_text: 법적 위조보다 윤태성의 해석 왜곡이 더 큰 후일담이다.,Distortion,歪曲,扭曲,P0 system keyword dictionary; 기억/해석 왜곡
SYSTEM-039,SYSTEM_TERM,선택지,8,(global);spouse-01;family-01;friend-01,"(global) hardcoded_source_literal: 하단에서 대상(민준/서연)을 선택하고, 질문 유형과 쟁점을 골라 질문하세요. 비활성화된 선택지는 현재 의미 없는 조합입니다.","friend-01 judge_question_script: 최수민 씨, 그때 연락을 더 늦추거나 멈출 수 있었던 선택지가 있었음에도 그렇게 하지 않은 이유를 답해 주십시오.",friend-01 judge_question_script: 공감 접근. 차단이라는 선택지를 두고도 망설인 본인의 결을 끌어낸다.,Choice,選択肢,选项,P0 system keyword dictionary; UI 선택
SYSTEM-040,SYSTEM_TERM,로그,6,(global),(global) hardcoded_source_literal: 블랙박스 GPS 로그 — {count}건,"(global) ui_i18n_message: 질문, 증거 제시, 특수 행동, 반응 로그가 누적되는 흐름입니다.",(global) ui_i18n_message: 클라우드 로그,Log,ログ,日志,P0 system keyword dictionary; 디지털 기록
DOMAIN-001,DOMAIN_TERM,주십시오,2188,spouse-01;family-01;friend-01,family-01 case_surface_content: 이 유서 사본의 공증 기록을 확인해 주십시오.,family-01 case_surface_content: 작성일과 어머니 상태를 대조해 주십시오.,family-01 case_surface_content: 이 유서 이전의 문서가 있었는지 찾아 주십시오.,Please check the notarization records for a copy of this will.,この歴史コピーの公証記録を確認してください。,请检查公证记录以获取该遗嘱的副本。,P1 high-frequency n-gram candidate from Korean corpus.
DOMAIN-002,DOMAIN_TERM,동기,1313,(global);spouse-01;family-01;friend-01,"family-01 case_surface_content: 형의 '모시고 산 건 나인데'라는 말과 오래된 계좌 흐름을 합치면, 돈과 침묵을 함께 떠안은 동생의 동기가 보인다.",family-01 case_surface_content: 공증본 60:40과 별도 자필 연습본의 비율 차이는 유언장에 손댄 책임과 그 동기를 분리해서 보게 만든다.,"family-01 case_surface_content: 공증본과 별도 문서의 차이는 있지만, 동기와 책임은 더 확인해야 한다.",,出生の秘密と意志操作の動機の間のリンクを記録します,出生秘密与意志操纵动机之间联系的记录,P1 high-frequency n-gram candidate from Korean corpus.
DOMAIN-003,DOMAIN_TERM,이유,1200,(global);spouse-01;family-01;friend-01,family-01 case_surface_content: dc-2 자기 몫을 줄인 조작의 이유,family-01 case_surface_content: dc-4 감춘 이유,family-01 case_surface_content: 새 쟁점 '가족 기록과 침묵의 이유'가 드러났습니다. 기록의 의미와 침묵의 범위를 확인하십시오.,dc-2 Reason for manipulation to reduce one's share,dc -2操作理由の軽減,dc-2 操纵减少股份的原因,P1 high-frequency n-gram candidate from Korean corpus.
DOMAIN-004,DOMAIN_TERM,어머니,1147,(global);family-01,family-01 case_surface_content: dc-5 어머니의 뜻,family-01 case_surface_content: e-5 어머니 자필 유언장 연습본,family-01 case_surface_content: e-7 어머니 일기장,dc-5 mother's will,dc -5母の意志,DC-5 母亲的意愿,P1 high-frequency n-gram candidate from Korean corpus.
DOMAIN-005,DOMAIN_TERM,답하게,1075,spouse-01;family-01;friend-01,family-01 judge_question_script: 어머니의 일상을 가장 잘 아는 사람의 자리가 바뀐 일이 형으로서 답답하게 느껴졌을 수 있습니다. 교체 전후로 본인이 본 어머니의 변화가 있었다면 그 장면부터 들려주십시오.,family-01 judge_question_script: 사실 추궁. 윤태성이 직접 본 사실과 전해 들은 사실을 분리해 답하게 한다.,family-01 judge_question_script: 사실 추궁. 어머니의 자발 의사를 윤태성이 직접 본 범위로 한정해 답하게 한다.,,,,P1 high-frequency n-gram candidate from Korean corpus.
DOMAIN-006,DOMAIN_TERM,인정,1067,(global);spouse-01;family-01;friend-01,family-01 case_surface_content: 목격 사실은 인정하고 의도는 다른 증거와 함께 판단한다.,family-01 case_surface_content: 자필은 인정되지만 법적 효력은 판단 능력과 함께 본다.,family-01 case_surface_content: 잠정 인정,,暫定認定,临时承认,P1 high-frequency n-gram candidate from Korean corpus.
DOMAIN-007,DOMAIN_TERM,직접,1018,(global);spouse-01;family-01;friend-01,"family-01 case_surface_content: 요양보호사로 일하며 윤정후가 어머니에게 종이를 읽어드리고, 형 오기 전에 끝내자고 조심스러워하던 모습을 직접 봤다.",family-01 case_surface_content: 말년 어머니 곁에서 유서 관련 행동을 직접 목격한 제3자 증인이다.,family-01 case_surface_content: 공증 당일 메모 기록을 직접 확인한 제3자 증인이다.,Please consider whether disclosure took precedence over direct confirmation.,直接確認より公開が先だったのかを問い合せてください。,请考虑披露是否优先于直接确认。,P1 high-frequency n-gram candidate from Korean corpus.
DOMAIN-008,DOMAIN_TERM,다은,1015,friend-01,friend-01 case_surface_content: e-5 송다은 아버지 문자,"friend-01 case_surface_content: 송다은의 발언 ""수민이가 또 내 남자한테 연락한다""","friend-01 case_surface_content: 예비신랑이 먼저 선을 넘었다면, 왜 그때 바로 송다은에게 말하지 않았습니까?",e-5 Song Da-eun’s father’s text,e-5 ソンダウンの父のキャラクター,e-5 宋多恩父亲的文字,P1 high-frequency n-gram candidate from Korean corpus.
DOMAIN-009,DOMAIN_TERM,말씀해,973,spouse-01;family-01;friend-01,"family-01 judge_question_script: 윤태성 씨, 어머니를 가까이서 본 사람이 공증을 앞두고 바뀌었다는 사실을 뒤늦게 알면 누구라도 의심이 들 수 있습니다. 본인이 그 교체를 알게 된 경위를 말씀해 주십시오.","family-01 judge_question_script: 윤태성 씨, 교체가 의도된 것인지 우연인지를 지금 단정할 필요는 없습니다. 다만 본인이 직접 들은 설명과 다른 사람을 통해 짐작한 부분을 나눠 말씀해 주십시오.",family-01 judge_question_script: 본인이 더 일찍 알았더라면 막을 수 있었을 거라는 후회가 있다면 그 마음을 말씀해 주십시오. 그것이 본인의 책임감인지 동생에 대한 의심인지를 갈라야 다음 이야기가 가능합니다.,,,,P1 high-frequency n-gram candidate from Korean corpus.
DOMAIN-010,DOMAIN_TERM,수민,945,(global);friend-01,"friend-01 case_surface_content: 송다은의 발언 ""수민이가 또 내 남자한테 연락한다""","friend-01 case_surface_content: 최수민의 발언 ""제가 그냥 참았어야 했는데""","friend-01 case_surface_content: 연락 기록과 단톡방 캡처를 대조하면, 최수민의 연락 사실이 확인도 없이 '집착'으로 프레이밍된 과정이 보인다.","Choi Soo-min's statement, ""I should have just endured it.""",チェ・スミンの発言「私はただ我慢しなければならなかった」,崔秀民表示：“我本来应该忍受的。”,P1 high-frequency n-gram candidate from Korean corpus.
DOMAIN-011,DOMAIN_TERM,하지,910,(global);spouse-01;family-01;friend-01,"family-01 case_surface_content: 어머니 일기장 속 가족 사정 때문에 윤정후는 형에게 곧장 말하지 못했고, 침묵이 유서 변경의 동기와 연결됐다.","family-01 case_surface_content: 거짓보다는 침묵을 택하며, 말하지 않는 것으로 진실을 숨긴다.","family-01 case_surface_content: 윤태성은 자신이 모셨으니 당연히 더 받아야 한다고 기억하고, 윤정후는 어머니가 원래 자기에게 90을 남기려 했다는 사실을 알면서 말하지 않는다.",dc-2 Why didn't you tell me right away?,dc-2 なぜすぐに言わなかったのか,dc-2 你为什么不马上告诉我？,P1 high-frequency n-gram candidate from Korean corpus.
DOMAIN-012,DOMAIN_TERM,말씀해 주십시오,898,spouse-01;family-01;friend-01,"family-01 judge_question_script: 윤태성 씨, 어머니를 가까이서 본 사람이 공증을 앞두고 바뀌었다는 사실을 뒤늦게 알면 누구라도 의심이 들 수 있습니다. 본인이 그 교체를 알게 된 경위를 말씀해 주십시오.","family-01 judge_question_script: 윤태성 씨, 교체가 의도된 것인지 우연인지를 지금 단정할 필요는 없습니다. 다만 본인이 직접 들은 설명과 다른 사람을 통해 짐작한 부분을 나눠 말씀해 주십시오.",family-01 judge_question_script: 본인이 더 일찍 알았더라면 막을 수 있었을 거라는 후회가 있다면 그 마음을 말씀해 주십시오. 그것이 본인의 책임감인지 동생에 대한 의심인지를 갈라야 다음 이야기가 가능합니다.,Set out the gap between the two papers without paraphrase.,ユン・ジョンフさん、公証本と自筆練習本の差について、まだ供述されていない事実があれば先にお出しください。,换一个角度。请进一步补充：尹正厚先生，从亲笔练习本到公证副本之间，文字调整经过了哪些手，请讲。请按时间顺序回答。,P1 high-frequency n-gram candidate from Korean corpus.
DOMAIN-013,DOMAIN_TERM,침묵,811,(global);spouse-01;family-01;friend-01,family-01 case_surface_content: 새 쟁점 '가족 기록과 침묵의 이유'가 드러났습니다. 기록의 의미와 침묵의 범위를 확인하십시오.,family-01 case_surface_content: dc-4 가족 기록과 침묵의 이유,family-01 case_surface_content: 가족 기록과 침묵의 이유,dc-4 family history and reasons for silence,dc -4家族の記録と沈黙の理由,dc-4 家族史和沉默原因,P1 high-frequency n-gram candidate from Korean corpus.
DOMAIN-014,DOMAIN_TERM,판단,796,(global);spouse-01;family-01;friend-01,"family-01 case_surface_content: 유서 작성 당시 판단 능력과 개입 경계를 더 깊이 추궁하거나, 요양보호사 증언으로 보강할 수 있습니다.","family-01 case_surface_content: 어머니의 판단 능력은 완전히 상실되지 않았으나, 윤정후의 개입은 적법성 문제를 남긴다.",family-01 case_surface_content: 유서 작성과 판단 능력,Will writing and judgment skills,遺書作成と判断能力,遗嘱写作和判断能力,P1 high-frequency n-gram candidate from Korean corpus.
DOMAIN-015,DOMAIN_TERM,송다,743,friend-01,friend-01 case_surface_content: e-5 송다은 아버지 문자,"friend-01 case_surface_content: 송다은의 발언 ""수민이가 또 내 남자한테 연락한다""","friend-01 case_surface_content: 예비신랑이 먼저 선을 넘었다면, 왜 그때 바로 송다은에게 말하지 않았습니까?",e-5 Song Da-eun’s father’s text,e-5 ソンダウンの父のキャラクター,e-5 宋多恩父亲的文字,P1 high-frequency n-gram candidate from Korean corpus.
DOMAIN-016,DOMAIN_TERM,설명,733,(global);spouse-01;family-01;friend-01,family-01 case_surface_content: 이 유서를 처음 봤을 때 무엇이 가장 억울했는지 설명해 주십시오.,family-01 case_surface_content: 이 유서의 비율과 작성 절차를 어떻게 이해하고 있었는지 설명해 주십시오.,family-01 case_surface_content: 동생의 방문이 왜 유서 개입 의심으로 이어졌는지 설명해 주십시오.,,ユン・ジョンフは圧迫と説明の違いを明らかにしなければならない。,尹正厚必须分清压力和解释之间的区别。,P1 high-frequency n-gram candidate from Korean corpus.
DOMAIN-017,DOMAIN_TERM,부분,709,(global);spouse-01;family-01;friend-01,family-01 case_surface_content: 숫자 부분은 접힌 자국과 가림 처리,family-01 case_surface_content: 비율 부분,friend-01 case_surface_content: 양쪽 모두 상대를 단정한 부분이 있다.,Partial,部分,部分,P1 high-frequency n-gram candidate from Korean corpus.
DOMAIN-018,DOMAIN_TERM,접근,692,(global);spouse-01;family-01;friend-01,friend-01 case_surface_content: 예비신랑의 접근과 침묵의 이유가 맞물립니다. 왜 바로 말하지 못했는지 확인할 수 있습니다.,"friend-01 case_surface_content: 예비신랑의 접근과 대조표를 합치면, 최수민의 연락이 경고였다는 결론이 강화된다.",friend-01 case_surface_content: 초반에는 최수민의 9일간 연락 기록과 송다은의 단톡방 발언이 겹치며 최수민이 집착하는 사람으로 보인다. 그러나 예비신랑의 선 넘는 메시지와 송다은 아버지의 돈 접근 패턴이 드러나면서 사건의 중심은 집착이 아니라 반복되는 침묵과 낙인으로 뒤집힌다.,,将来の花婿のアプローチとチェ・スミンの対応,准新郎的接近和崔秀敏的回应,P1 high-frequency n-gram candidate from Korean corpus.
DOMAIN-019,DOMAIN_TERM,단정,659,(global);spouse-01;family-01;friend-01,"family-01 case_surface_content: 윤정후의 차단 발언 ""지금 단정해서 말할 수 없습니다""","family-01 case_surface_content: 어머니의 인지 능력에 의문이 있지만, 완전히 무효라고 단정하긴 어렵다.",family-01 case_surface_content: 윤태성은 60:40이 윤정후가 자기 몫을 늘린 결과라고 단정한다.,,急いだ断定と名誉毀損,草率的结论和诽谤,P1 high-frequency n-gram candidate from Korean corpus.
DOMAIN-020,DOMAIN_TERM,공감,642,(global);spouse-01;family-01;friend-01,(global) hardcoded_source_literal: 공감으로 신뢰를 얻습니다,(global) hardcoded_source_literal: 응답을 거부합니다. 2턴간 이 당사자에게 질문할 수 없습니다. 공감 접근으로 감정을 낮춰야 합니다.,(global) hardcoded_source_literal: 공감 접근이 효과적입니다.,Empathy,共感接近,共情接近,P1 high-frequency n-gram candidate from Korean corpus.
DOMAIN-021,DOMAIN_TERM,공감 접근,630,(global);spouse-01;family-01;friend-01,(global) hardcoded_source_literal: 응답을 거부합니다. 2턴간 이 당사자에게 질문할 수 없습니다. 공감 접근으로 감정을 낮춰야 합니다.,(global) hardcoded_source_literal: 공감 접근이 효과적입니다.,(global) hardcoded_source_literal: 공감 접근이나 부드러운 질문으로 올립니다. 신뢰가 충분하면 자발적 고백을 유도하거나 숨겨진 정보를 얻을 수 있습니다.,Empathy Approach,共感アプローチ,共情接近,P1 high-frequency n-gram candidate from Korean corpus.
DOMAIN-022,DOMAIN_TERM,탐색,628,(global);spouse-01;family-01;friend-01,"spouse-01 case_surface_content: 이제 이준호 씨 가족 쪽 상황을 직접 확인하거나, 동기 탐색으로 숨긴 이유를 물어볼 수 있습니다.",spouse-01 case_surface_content: e-6이 Excerpt 이상이 되거나 A에게 동기탐색 2회가 누적되면 생성,(global) hardcoded_source_literal: 행동의 진짜 이유를 탐색합니다,Motive,動機探索,动机探查,P1 high-frequency n-gram candidate from Korean corpus.
DOMAIN-023,DOMAIN_TERM,동기 탐색,625,(global);spouse-01;family-01;friend-01,"spouse-01 case_surface_content: 이제 이준호 씨 가족 쪽 상황을 직접 확인하거나, 동기 탐색으로 숨긴 이유를 물어볼 수 있습니다.",(global) hardcoded_source_literal: 사실 추궁이나 동기 탐색이 효과적입니다.,(global) hardcoded_source_literal: 동기 탐색,Motive Search,動機探索,动机探查,P1 high-frequency n-gram candidate from Korean corpus.
DOMAIN-024,DOMAIN_TERM,분리해,599,(global);spouse-01;family-01;friend-01,family-01 case_surface_content: 공증 당일 어머니 상태와 자필 연습본의 비율을 분리해 확인하십시오.,family-01 case_surface_content: 공증본 60:40과 별도 자필 연습본의 비율 차이는 유언장에 손댄 책임과 그 동기를 분리해서 보게 만든다.,family-01 case_surface_content: 공증인 메모와 자필 연습본을 분리해 확인하게 한다.,Separate the parties and question them individually.,当事者を分離して個別に尋問します。,将当事人分开，分别进行讯问。,P1 high-frequency n-gram candidate from Korean corpus.
DOMAIN-025,DOMAIN_TERM,시간,596,(global);spouse-01;family-01;friend-01,family-01 case_surface_content: 공증 3주 전 담당 요양보호사 교체와 윤정후의 장시간 방문이 같은 기간에 겹친다. 변화의 이유는 추가 확인이 필요하다.,family-01 case_surface_content: 윤정후의 말년 방문 횟수와 체류 시간이 일부 늘어난 기록이다. 돌봄 방문인지 서류 논의인지는 아직 구분되지 않는다.,"family-01 case_surface_content: 날짜별 방문자, 시간, 공증 방문 항목을 확인한다.",,2時間10分,2小时10分钟,P1 high-frequency n-gram candidate from Korean corpus.
DOMAIN-026,DOMAIN_TERM,시점,555,(global);spouse-01;family-01;friend-01,family-01 case_surface_content: 요양원 방문기록의 증가 시점과 전 요양보호사가 종이를 읽어드린 시점이 겹친다.,family-01 case_surface_content: 자필 연습본과 어머니 일기장의 시점이 한 흐름으로 묶인다. 비율을 낮춰 가면서까지 막으려 한 것이 무엇인지 물어야 한다.,"family-01 case_surface_content: 윤정후는 어머니 말년에 자주 방문하며 유서 내용을 논의했다. 요양보호사 교체와 공증 시점이 겹치지만, 어머니 의사를 완전히 무시한 것은 아니었다.",viewpoint contrast,視点対照,视点对比,P1 high-frequency n-gram candidate from Korean corpus.
DOMAIN-027,DOMAIN_TERM,윤정후 씨,545,family-01,"family-01 judge_question_script: 윤정후 씨, 보호사 교체가 본인 결정이었다면 형 앞에서 그 이유를 풀어 두기 어려웠을 수 있습니다. 어떤 사정으로 교체를 진행했는지 본인이 말할 수 있는 만큼 들려주십시오.","family-01 judge_question_script: 윤정후 씨, 교체의 모든 동기를 한 번에 말할 필요는 없습니다. 다만 누구와 의논했고 어머니에게는 어떻게 알렸는지부터 차근히 정리해 주십시오.","family-01 judge_question_script: 윤정후 씨, 보호사를 바꾼 사실과 새 보호사 앞에서 어머니에게 무엇을 했는지는 다른 문제입니다. 본인이 직접 한 일부터 분리해 말씀해 주십시오.",Ask why Yoon Jeong-hoo kept the secret,ユン・ジョンフがなぜ秘密を隠したか尋ねる,询问尹正厚为何隐瞒秘密,P1 high-frequency n-gram candidate from Korean corpus.
DOMAIN-028,DOMAIN_TERM,결정,517,(global);spouse-01;family-01;friend-01,"family-01 case_surface_content: 출생 비밀의 공개 범위를 당사자 동의 하에 결정하고, 형제 관계 복원을 위한 조율 절차를 마련한다.",friend-01 case_surface_content: 3천만 원은 바로 결정하기 어렵습니다.,spouse-01 case_surface_content: 박미라 증인이 투자방 가입 경로를 결정적으로 채워줄 것입니다.,30 million won is difficult to decide right away.,3千万ウォンはすぐに決めにくいです。,3000万韩元很难马上决定。,P1 high-frequency n-gram candidate from Korean corpus.
DOMAIN-029,DOMAIN_TERM,답해,513,spouse-01;family-01;friend-01,family-01 case_surface_content: 윤정후는 공증본 60:40과 절차 개입 책임을 분리해 답해야 한다.,family-01 case_surface_content: 어머니가 자신을 어떻게 기록했는지 어디까지 받아들일 수 있는지 답해야 합니다.,family-01 judge_question_script: 교체와 관련해 본인이 들은 이야기와 본인이 직접 확인한 사실을 따로 답해 주십시오.,frustrated,もどかしそうに,感到憋闷,P1 high-frequency n-gram candidate from Korean corpus.
DOMAIN-030,DOMAIN_TERM,답해 주십시오,506,spouse-01;family-01;friend-01,family-01 judge_question_script: 교체와 관련해 본인이 들은 이야기와 본인이 직접 확인한 사실을 따로 답해 주십시오.,"family-01 judge_question_script: 윤태성 씨, 교체 경위에 대해 본인이 추정으로 채운 부분이 있다면 그 부분부터 분리해 답해 주십시오.","family-01 judge_question_script: 어머니가 유서 내용을 듣거나 읽으신 자리에 본인이 함께 있었다면 그 장면을 먼저 말씀하시고, 그렇지 않다면 누구로부터 어떻게 전해 들으셨는지 분리해 답해 주십시오.","Looking at the messages around the cutoff, the captures, and the timing, please separate what you a…",送金額・回数・時系列の整理を裁判官の前で言葉にしてください。,请按时间顺序梳理：关于您本人或家中长辈在那段往来中经手的每一笔金额、收据与凭据，按时间顺序逐项的具体经手过程，请将本人主动发起与对方先行发起的部分分开作答。,P1 high-frequency n-gram candidate from Korean corpus.
DOMAIN-031,DOMAIN_TERM,절차,500,(global);spouse-01;family-01;friend-01,family-01 case_surface_content: d-1에서 공증 절차와 어머니 상태의 균열이 드러나면 해금,"family-01 case_surface_content: 공증 당일 공증인 메모에 어머니 상태와 숫자 혼선, 윤정후가 절차를 서두른 듯한 관찰이 남은 사실을 안다.",family-01 case_surface_content: 공증일은 2025.11.05이고 어머니의 말기 요양 시점과 가깝다. 판단 능력과 작성 절차가 함께 쟁점이다.,,手続き,程序,P1 high-frequency n-gram candidate from Korean corpus.
DOMAIN-032,DOMAIN_TERM,자리,489,(global);spouse-01;family-01;friend-01,family-01 case_surface_content: 어머니에게 종이를 읽어드린 이유와 그 자리의 분위기를 설명해 주십시오.,friend-01 case_surface_content: 마지막 페이지를 보면 술자리 뒤 이어진 문구와 최수민의 거절 답장이 함께 확인됩니다.,friend-01 case_surface_content: 늦은 밤 술자리 뒤 선 넘은 메시지까지 확인,Check messages that crossed the line after drinking late at night,夜遅く酒の後に行き過ぎたメッセージまで確認,检查深夜喝酒后越界的消息,P1 high-frequency n-gram candidate from Korean corpus.
DOMAIN-033,DOMAIN_TERM,흐름,482,(global);spouse-01;family-01;friend-01,family-01 case_surface_content: e-6 오래된 계좌 흐름,family-01 case_surface_content: 자필 연습본의 비율과 오래된 계좌 흐름이 이어집니다. 어머니 통장을 거친 돈의 출처를 확인해야 합니다.,family-01 case_surface_content: 오래된 계좌 흐름과 일기장이 형제의 침묵을 같은 방향으로 가리킵니다. 민감한 가족 사정을 확인해야 합니다.,e-6 old account flow,e -6古いアカウントのフロー,e-6 旧账户流程,P1 high-frequency n-gram candidate from Korean corpus.
DOMAIN-034,DOMAIN_TERM,인정하되,472,(global);spouse-01;family-01;friend-01,spouse-01 case_surface_content: 큰 사실은 인정하되 가장 아픈 이유는 마지막까지 자른다.,"family-01 judge_question_script: 공감 접근. 보호사 교체 인지에서 형이 느낀 무력감을 인정하되, 본 것/들은 것/추정을 분리하게 한다.","family-01 judge_question_script: 공감 접근. 어머니 의사에 대한 형의 불안을 인정하되, 본 것/들은 것/추정을 분리하게 한다.",They admit something but explain it away through circumstances or reasons.,認めつつも状況や理由で説明しようとします。,承认一部分，但用情况或理由解释过去。,P1 high-frequency n-gram candidate from Korean corpus.
DOMAIN-035,DOMAIN_TERM,박지연 씨,468,spouse-01,spouse-01 case_surface_content: 박지연 씨의 '제 몫을 지키려 했다'는 말과 위임장 처리 정황이 같은 방향을 가리킨다. 공동 적금 해지가 우발이 아니라 자각된 행위였음이 드러난다.,spouse-01 case_surface_content: 이 투자방 텔레그램이 어떤 방식으로 박지연 씨를 끌어들였는지 확인하겠습니다.,spouse-01 case_surface_content: 박지연 씨가 실제로 얼마를 송금했고 어떤 수익 인증을 받았는지 확인하겠습니다.,Do you know how much Ms. Park Ji-yeon invested?,パク・ジヨンさんがいくら投資したか知っていますか。,你知道朴智妍女士投资了多少钱吗？,P1 high-frequency n-gram candidate from Korean corpus.
DOMAIN-036,DOMAIN_TERM,순서,464,(global);spouse-01;family-01;friend-01,family-01 case_surface_content: 새 쟁점 '오래된 지원의 출처'가 드러났습니다. 돈의 출처와 전달 순서를 확인하십시오.,family-01 case_surface_content: 어머니 통장을 거친 지원의 출처와 전달 순서,family-01 case_surface_content: 어머니 통장을 거친 지원의 출처와 전달 순서를 확인한다.,,母通帳を経た支援の出所と伝達順序,通过母亲的银行账户提供的赡养费来源和交付顺序,P1 high-frequency n-gram candidate from Korean corpus.
