term_id,category,ko,frequency,case_scope,sample_context_1,sample_context_2,sample_context_3,current_en,current_ja,current_zh,notes
SYSTEM-012,SYSTEM_TERM,진술,311,(global);spouse-01;family-01;friend-01,family-01 case_surface_content: 전 요양보호사가 윤정후가 어머니에게 종이를 읽어드리는 모습을 직접 봤다고 진술했다.,"family-01 case_surface_content: 증언자 신원, 근무 기간, 전체 진술을 확인한다.",family-01 case_surface_content: 전 요양보호사 진술이 제출됐다.,Statement,陳述,陈述,P0 system keyword dictionary; 당사자/증인 발화 / 검수: 시스템 용어
SYSTEM-013,SYSTEM_TERM,증인,269,(global);spouse-01;family-01;friend-01,family-01 case_surface_content: e-4 공증인 메모 기록,"family-01 case_surface_content: 공증인 메모와 자필 연습본을 함께 보면, 공증본 60:40 뒤에 별도 연습본이 있었고 유언장에 손댄 경위가 쟁점이 됩니다.",family-01 case_surface_content: 공증인 메모와 자필 연습본의 내용이 어긋난다. 공증본 60:40과 별도 연습본의 관계를 본인에게 물어야 한다.,Witness,証人,证人,P0 system keyword dictionary; 제3자 증언자 / 검수: 시스템 용어
SYSTEM-014,SYSTEM_TERM,사건,249,(global);spouse-01;family-01;friend-01,"family-01 case_surface_content: 초반에는 유서 비율과 요양원 방문 기록이 윤정후의 개입처럼 보인다. 그러나 공증인 메모와 자필 연습본, 오래된 계좌 흐름, 어머니 일기장이 차례로 열리면 사건의 중심은 단순한 유산 다툼을 넘어선다.","friend-01 case_surface_content: ""또 내 남자한테 연락한다""는 단정과 ""참았어야 했는데""라는 자책을 나란히 놓으면, 같은 사건을 전혀 다르게 겪고 있다는 점이 드러난다.",friend-01 case_surface_content: 초반에는 최수민의 9일간 연락 기록과 송다은의 단톡방 발언이 겹치며 최수민이 집착하는 사람으로 보인다. 그러나 예비신랑의 선 넘는 메시지와 송다은 아버지의 돈 접근 패턴이 드러나면서 사건의 중심은 집착이 아니라 반복되는 침묵과 낙인으로 뒤집힌다.,Case,事件,案件,P0 system keyword dictionary; 플레이 가능한 사건 / 검수: 시스템 용어
SYSTEM-015,SYSTEM_TERM,핵심,241,(global);spouse-01;family-01;friend-01,family-01 case_surface_content: 어머니 돈으로 알았던 지원 중 핵심 흐름은 윤정후 돈이 어머니 통장을 거쳐 전달된 것이었다.,family-01 case_surface_content: 핵심 질문을 받으면 답변 범위를 좁히며 감정을 드러내지 않고 방어한다.,family-01 case_surface_content: 종이를 읽어드렸다는 핵심 문장만 보인다.,Key Point,核心,核心,P0 system keyword dictionary; 요약 핵심 / 검수: 시스템 용어
SYSTEM-016,SYSTEM_TERM,쟁점,217,(global);spouse-01;family-01;friend-01,"family-01 case_surface_content: 공증인 메모와 자필 연습본을 함께 보면, 공증본 60:40 뒤에 별도 연습본이 있었고 유언장에 손댄 경위가 쟁점이 됩니다.",family-01 case_surface_content: 새 쟁점 '오래된 지원의 출처'가 드러났습니다. 돈의 출처와 전달 순서를 확인하십시오.,family-01 case_surface_content: 새 쟁점 '가족 기록과 침묵의 이유'가 드러났습니다. 기록의 의미와 침묵의 범위를 확인하십시오.,Issue,争点,争议点,P0 system keyword dictionary; 판단 대상 이슈 / 검수: 쟁점 용어 단일화
SYSTEM-017,SYSTEM_TERM,근거,193,(global);spouse-01;family-01;friend-01,family-01 case_surface_content: 업무적으로 정확하게 말하며 기록에 근거해 답한다.,family-01 case_surface_content: 증언은 직접 목격에 근거하지만 의도 단정에는 한계가 있다.,friend-01 case_surface_content: 연락의 실체를 판단할 근거가 부족하다. 유보한다.,Basis,根拠,依据,P0 system keyword dictionary; 판단 근거 / 검수: 시스템 용어
SYSTEM-018,SYSTEM_TERM,증언,193,(global);spouse-01;family-01;friend-01,family-01 case_surface_content: e-3 전 요양보호사 음성증언,family-01 case_surface_content: w-1 최복순 증언 축,family-01 case_surface_content: w-2 김영수 증언 축,Testimony,証言,证言,P0 system keyword dictionary; 증인 발화/증언 축 / 검수: 시스템 용어
SYSTEM-019,SYSTEM_TERM,단서,184,(global);spouse-01;family-01;friend-01,family-01 case_surface_content: 윤태성은 서류 절차 전 잦은 방문을 어머니 압박의 단서로 본다.,"spouse-01 case_surface_content: 초반에는 영수증(머리끈/틴트), 오피스텔 GPS, 새벽 통화가 한 방향으로만 겹쳐 외도처럼 보인다. 그러나 단서를 더 들춰 볼수록 그 그림은 흔들리고, 양쪽 모두 말하지 못한 사정과 돈의 움직임이 차례로 드러나면서 사건의 중심은 외도 의심 너머로 뒤집힌다.",spouse-01 case_surface_content: d-2 책임 전가 단계 후 어느 쪽이든 공동 적금 단서를 건드리면 해금,Clue,手がかり,线索,P0 system keyword dictionary; 탐색 힌트 / 검수: 시스템 용어
SYSTEM-020,SYSTEM_TERM,판결,154,(global);spouse-01;family-01;friend-01,(global) hardcoded_source_literal: 판결을 내려보세요!,(global) hardcoded_source_literal: 판결 검토로,(global) hardcoded_source_literal: 판결 힌트,Verdict,判決,裁决,P0 system keyword dictionary; 최종 판단 / 검수: 시스템 용어
SYSTEM-021,SYSTEM_TERM,정황,148,(global);spouse-01;family-01;friend-01,family-01 case_surface_content: dc-1 유서 작성 개입 정황,family-01 case_surface_content: 유서 작성 개입 정황,family-01 case_surface_content: 숫자 혼선과 절차를 밀어붙인 정황을 확인해 주십시오.,Context,状況,情况,P0 system keyword dictionary; 사건 맥락 단서 / 검수: 정황 용어
SYSTEM-022,SYSTEM_TERM,상태,134,(global);spouse-01;family-01;friend-01,family-01 case_surface_content: 공증 당일 어머니 상태와 자필 연습본의 비율을 분리해 확인하십시오.,"family-01 case_surface_content: 어머니는 동생의 압박으로 유서를 작성했고, 제대로 판단할 수 없는 상태였다.",family-01 case_surface_content: d-1에서 공증 절차와 어머니 상태의 균열이 드러나면 해금,Status,状態,状态,P0 system keyword dictionary; UI 상태 / 검수: 시스템 용어
SYSTEM-023,SYSTEM_TERM,신뢰,115,(global);spouse-01;family-01;friend-01,family-01 case_surface_content: 동생의 성격이나 과거를 꺼내며 상대 신뢰도를 먼저 깎으려 한다.,family-01 case_surface_content: 윤태성 측은 치매 시기 기록의 신뢰성을 다툰다.,family-01 case_surface_content: 신뢰 가능한 자료로 판단,Trust,信頼,信任,P0 system keyword dictionary; 관계/상태 수치 / 검수: 시스템 용어
SYSTEM-024,SYSTEM_TERM,제출,114,(global);spouse-01;family-01;friend-01,family-01 case_surface_content: 서류 제출자분,family-01 case_surface_content: 서류 제출자로만 안다.,family-01 case_surface_content: 제출됨,Submit,提出,提交,P0 system keyword dictionary; 증거 제출 / 검수: 시스템 용어
SYSTEM-025,SYSTEM_TERM,모순,86,(global);family-01;friend-01,(global) hardcoded_source_literal: AI가 전체 진술을 정리 · 모순 탐지,(global) hardcoded_source_literal: 이전 부부 사건에서 비슷한 금전 은폐 패턴이 있었습니다. 공동 지출 내역을 추궁하면 모순이 드러날 수 있습니다.,(global) hardcoded_source_literal: 모순 토큰 ↑,Contradiction,矛盾,矛盾,P0 system keyword dictionary; 추리 핵심 충돌 / 검수: 추리 메커니즘
SYSTEM-026,SYSTEM_TERM,심문,83,(global);spouse-01;family-01;friend-01,family-01 case_surface_content: 거래 자체는 확정되고 돈의 의미는 심문으로 정리한다.,family-01 case_surface_content: 분리심문,family-01 case_surface_content: 윤정후가 d-1 심문에서 S2에 도달하면 공증인 메모 기록으로 새 쟁점 부상,Questioning,尋問,询问,P0 system keyword dictionary; 질문/압박 단계 / 검수: 심문 메커니즘
SYSTEM-027,SYSTEM_TERM,법정,75,(global);spouse-01;family-01;friend-01,(global) hardcoded_source_literal: 법정 장악,(global) hardcoded_source_literal: 법정 장악을 확보했습니다.,(global) hardcoded_source_literal: 확인 없는 확신은 법정 밖에서도 상처가 된다.,Courtroom,法廷,法庭,P0 system keyword dictionary; 주요 플레이 공간 / 검수: 시스템 용어
SYSTEM-028,SYSTEM_TERM,해금,56,(global);spouse-01;family-01;friend-01,family-01 case_surface_content: d-1에서 공증 절차와 어머니 상태의 균열이 드러나면 해금,family-01 case_surface_content: d-2에서 유서 변경 경위가 드러나면 해금,family-01 case_surface_content: 오래된 지원의 출처가 확인되면 해금,Unlock,解放,解锁,P0 system keyword dictionary; 콘텐츠 개방 / 검수: 시스템 용어
SYSTEM-029,SYSTEM_TERM,인증,53,(global);spouse-01;family-01;friend-01,family-01 case_surface_content: 인증됨,family-01 case_surface_content: e-4 인증 후,family-01 case_surface_content: e-6 인증 후,Verify,認証,认证,P0 system keyword dictionary; 증거 진위 확인 / 검수: 시스템 용어
SYSTEM-030,SYSTEM_TERM,주장,53,(global);spouse-01;family-01;friend-01,family-01 case_surface_content: 윤태성의 조작 주장은 비율 방향과 문서 성격을 분리해 다시 보게 된다.,(global) hardcoded_source_literal: 자신감 — 자기 주장에 확신을 가지고 있습니다,(global) hardcoded_source_literal: A 주장,Claim,主張,主张,P0 system keyword dictionary; 논리/사실 주장 / 검수: 시스템 용어
SYSTEM-031,SYSTEM_TERM,당사자,48,(global);spouse-01;family-01;friend-01,"family-01 case_surface_content: 출생 비밀의 공개 범위를 당사자 동의 하에 결정하고, 형제 관계 복원을 위한 조율 절차를 마련한다.",family-01 case_surface_content: 당사자가 제출한 상태,friend-01 case_surface_content: 당사자 대질,Party,当事者,当事人,P0 system keyword dictionary; 분쟁 양측 / 검수: 시스템 용어
SYSTEM-032,SYSTEM_TERM,요약,40,(global);family-01;friend-01,family-01 case_surface_content: 3단계 — 전체 녹취 요약,(global) hardcoded_source_literal: 요약,(global) hardcoded_source_literal: 요약 활성화,Summary,要約,摘要,P0 system keyword dictionary; 짧은 정리 / 검수: 시스템 용어
SYSTEM-033,SYSTEM_TERM,반박,38,(global);spouse-01;family-01;friend-01,friend-01 case_surface_content: 결론부터 말하고 그 안에 근거를 끼워 넣는다. 상대가 반박하면 이미 끝난 얘기를 다시 꺼내며 맥락을 자기 쪽으로 좁힌다.,(global) hardcoded_source_literal: 반박 진술,(global) hardcoded_source_literal: 반박,Rebuttal,反論,反驳,P0 system keyword dictionary; 상대 주장 반박 / 검수: 시스템 용어
SYSTEM-034,SYSTEM_TERM,조정,33,(global);spouse-01;family-01;friend-01,"(global) hardcoded_source_literal: 바로 판결할 수도 있고, 조건부 조정이나 일부 보류를 선택할 수도 있습니다. 미확정 쟁점이 있으면 더 심리할 수 있습니다.",(global) hardcoded_source_literal: 열정의 조정관,(global) hardcoded_source_literal: 신뢰의 조정자,Mediation,調停,调解,P0 system keyword dictionary; Phase 6 합의/조정 / 검수: 시스템 용어
SYSTEM-035,SYSTEM_TERM,오독,32,spouse-01;family-01;friend-01,family-01 case_surface_content: 조작/오독 판정,family-01 case_surface_content: 위조 또는 발췌/오독 여부가 판정됨,friend-01 case_surface_content: 조작/오독 판정,Misread,誤読,误读,P0 system keyword dictionary; 증거 해석 오류 / 검수: 시스템 용어
SYSTEM-036,SYSTEM_TERM,검증,28,(global);spouse-01;family-01;friend-01,family-01 case_surface_content: 검증 중,friend-01 case_surface_content: 검증 중,spouse-01 case_surface_content: 검증 중,Verification,検証,验证,P0 system keyword dictionary; 증거 검증 / 검수: 시스템 용어
SYSTEM-037,SYSTEM_TERM,은폐,14,(global);spouse-01;family-01,family-01 case_surface_content: 윤정후는 지원 사실과 은폐 이유를 함께 설명해야 한다.,family-01 case_surface_content: 출생 비밀 은폐 자체의 문제를 본다.,spouse-01 case_surface_content: 은폐와 선제행동의 순서,Concealment,隠蔽,隐瞒,P0 system keyword dictionary; 숨긴 행위 / 검수: 시스템 용어
SYSTEM-038,SYSTEM_TERM,왜곡,9,(global);spouse-01;family-01,family-01 case_surface_content: 어머니의 뜻을 두 아들 모두 왜곡했다,(global) hardcoded_source_literal: 누가 어머니의 뜻을 왜곡했는지,family-01 non_party_scripted_text: 법적 위조보다 윤태성의 해석 왜곡이 더 큰 후일담이다.,Distortion,歪曲,歪曲,P0 system keyword dictionary; 기억/해석 왜곡 / 검수: 시스템 용어
SYSTEM-039,SYSTEM_TERM,선택지,8,(global);spouse-01;family-01;friend-01,"(global) hardcoded_source_literal: 하단에서 대상(민준/서연)을 선택하고, 질문 유형과 쟁점을 골라 질문하세요. 비활성화된 선택지는 현재 의미 없는 조합입니다.","friend-01 judge_question_script: 최수민 씨, 그때 연락을 더 늦추거나 멈출 수 있었던 선택지가 있었음에도 그렇게 하지 않은 이유를 답해 주십시오.",friend-01 judge_question_script: 공감 접근. 차단이라는 선택지를 두고도 망설인 본인의 결을 끌어낸다.,Choice,選択肢,选项,P0 system keyword dictionary; UI 선택 / 검수: UI 용어
SYSTEM-040,SYSTEM_TERM,로그,6,(global),(global) hardcoded_source_literal: 블랙박스 GPS 로그 — {count}건,"(global) ui_i18n_message: 질문, 증거 제시, 특수 행동, 반응 로그가 누적되는 흐름입니다.",(global) ui_i18n_message: 클라우드 로그,Log,ログ,日志,P0 system keyword dictionary; 디지털 기록 / 검수: UI 용어
DOMAIN-001,DOMAIN_TERM,주십시오,2188,spouse-01;family-01;friend-01,family-01 case_surface_content: 이 유서 사본의 공증 기록을 확인해 주십시오.,family-01 case_surface_content: 작성일과 어머니 상태를 대조해 주십시오.,family-01 case_surface_content: 이 유서 이전의 문서가 있었는지 찾아 주십시오.,please,してください,请,P1 high-frequency n-gram candidate from Korean corpus. / 검수: 도메인 용어 현지화
DOMAIN-002,DOMAIN_TERM,동기,1313,(global);spouse-01;family-01;friend-01,"family-01 case_surface_content: 형의 '모시고 산 건 나인데'라는 말과 오래된 계좌 흐름을 합치면, 돈과 침묵을 함께 떠안은 동생의 동기가 보인다.",family-01 case_surface_content: 공증본 60:40과 별도 자필 연습본의 비율 차이는 유언장에 손댄 책임과 그 동기를 분리해서 보게 만든다.,"family-01 case_surface_content: 공증본과 별도 문서의 차이는 있지만, 동기와 책임은 더 확인해야 한다.",motive,動機,动机,P1 high-frequency n-gram candidate from Korean corpus. / 검수: 도메인 용어 현지화
DOMAIN-003,DOMAIN_TERM,이유,1200,(global);spouse-01;family-01;friend-01,family-01 case_surface_content: dc-2 자기 몫을 줄인 조작의 이유,family-01 case_surface_content: dc-4 감춘 이유,family-01 case_surface_content: 새 쟁점 '가족 기록과 침묵의 이유'가 드러났습니다. 기록의 의미와 침묵의 범위를 확인하십시오.,reason,理由,理由,P1 high-frequency n-gram candidate from Korean corpus. / 검수: 도메인 용어 현지화
DOMAIN-004,DOMAIN_TERM,어머니,1147,(global);family-01,family-01 case_surface_content: dc-5 어머니의 뜻,family-01 case_surface_content: e-5 어머니 자필 유언장 연습본,family-01 case_surface_content: e-7 어머니 일기장,mother,母,母亲,P1 high-frequency n-gram candidate from Korean corpus. / 검수: 도메인 용어 현지화
DOMAIN-005,DOMAIN_TERM,답하게,1075,spouse-01;family-01;friend-01,family-01 judge_question_script: 어머니의 일상을 가장 잘 아는 사람의 자리가 바뀐 일이 형으로서 답답하게 느껴졌을 수 있습니다. 교체 전후로 본인이 본 어머니의 변화가 있었다면 그 장면부터 들려주십시오.,family-01 judge_question_script: 사실 추궁. 윤태성이 직접 본 사실과 전해 들은 사실을 분리해 답하게 한다.,family-01 judge_question_script: 사실 추궁. 어머니의 자발 의사를 윤태성이 직접 본 범위로 한정해 답하게 한다.,prompt to answer,答えさせる,引导其回答,P1 high-frequency n-gram candidate from Korean corpus. / 검수: 도메인 용어 현지화
DOMAIN-006,DOMAIN_TERM,인정,1067,(global);spouse-01;family-01;friend-01,family-01 case_surface_content: 목격 사실은 인정하고 의도는 다른 증거와 함께 판단한다.,family-01 case_surface_content: 자필은 인정되지만 법적 효력은 판단 능력과 함께 본다.,family-01 case_surface_content: 잠정 인정,admission,認めること,承认,P1 high-frequency n-gram candidate from Korean corpus. / 검수: 도메인 용어 현지화
DOMAIN-007,DOMAIN_TERM,직접,1018,(global);spouse-01;family-01;friend-01,"family-01 case_surface_content: 요양보호사로 일하며 윤정후가 어머니에게 종이를 읽어드리고, 형 오기 전에 끝내자고 조심스러워하던 모습을 직접 봤다.",family-01 case_surface_content: 말년 어머니 곁에서 유서 관련 행동을 직접 목격한 제3자 증인이다.,family-01 case_surface_content: 공증 당일 메모 기록을 직접 확인한 제3자 증인이다.,directly,直接,直接,P1 high-frequency n-gram candidate from Korean corpus. / 검수: 도메인 용어 현지화
DOMAIN-008,DOMAIN_TERM,다은,1015,friend-01,friend-01 case_surface_content: e-5 송다은 아버지 문자,"friend-01 case_surface_content: 송다은의 발언 ""수민이가 또 내 남자한테 연락한다""","friend-01 case_surface_content: 예비신랑이 먼저 선을 넘었다면, 왜 그때 바로 송다은에게 말하지 않았습니까?",Da-eun,ダウン,多恩,P1 high-frequency n-gram candidate from Korean corpus. / 검수: 도메인 용어 현지화
DOMAIN-009,DOMAIN_TERM,말씀해,973,spouse-01;family-01;friend-01,"family-01 judge_question_script: 윤태성 씨, 어머니를 가까이서 본 사람이 공증을 앞두고 바뀌었다는 사실을 뒤늦게 알면 누구라도 의심이 들 수 있습니다. 본인이 그 교체를 알게 된 경위를 말씀해 주십시오.","family-01 judge_question_script: 윤태성 씨, 교체가 의도된 것인지 우연인지를 지금 단정할 필요는 없습니다. 다만 본인이 직접 들은 설명과 다른 사람을 통해 짐작한 부분을 나눠 말씀해 주십시오.",family-01 judge_question_script: 본인이 더 일찍 알았더라면 막을 수 있었을 거라는 후회가 있다면 그 마음을 말씀해 주십시오. 그것이 본인의 책임감인지 동생에 대한 의심인지를 갈라야 다음 이야기가 가능합니다.,state,述べる,说明,P1 high-frequency n-gram candidate from Korean corpus. / 검수: 도메인 용어 현지화
DOMAIN-010,DOMAIN_TERM,수민,945,(global);friend-01,"friend-01 case_surface_content: 송다은의 발언 ""수민이가 또 내 남자한테 연락한다""","friend-01 case_surface_content: 최수민의 발언 ""제가 그냥 참았어야 했는데""","friend-01 case_surface_content: 연락 기록과 단톡방 캡처를 대조하면, 최수민의 연락 사실이 확인도 없이 '집착'으로 프레이밍된 과정이 보인다.",Su-min,スミン,秀敏,P1 high-frequency n-gram candidate from Korean corpus. / 검수: 도메인 용어 현지화
DOMAIN-011,DOMAIN_TERM,하지,910,(global);spouse-01;family-01;friend-01,"family-01 case_surface_content: 어머니 일기장 속 가족 사정 때문에 윤정후는 형에게 곧장 말하지 못했고, 침묵이 유서 변경의 동기와 연결됐다.","family-01 case_surface_content: 거짓보다는 침묵을 택하며, 말하지 않는 것으로 진실을 숨긴다.","family-01 case_surface_content: 윤태성은 자신이 모셨으니 당연히 더 받아야 한다고 기억하고, 윤정후는 어머니가 원래 자기에게 90을 남기려 했다는 사실을 알면서 말하지 않는다.",do not,しない,不要,P1 high-frequency n-gram candidate from Korean corpus. / 검수: 도메인 용어 현지화
DOMAIN-012,DOMAIN_TERM,말씀해 주십시오,898,spouse-01;family-01;friend-01,"family-01 judge_question_script: 윤태성 씨, 어머니를 가까이서 본 사람이 공증을 앞두고 바뀌었다는 사실을 뒤늦게 알면 누구라도 의심이 들 수 있습니다. 본인이 그 교체를 알게 된 경위를 말씀해 주십시오.","family-01 judge_question_script: 윤태성 씨, 교체가 의도된 것인지 우연인지를 지금 단정할 필요는 없습니다. 다만 본인이 직접 들은 설명과 다른 사람을 통해 짐작한 부분을 나눠 말씀해 주십시오.",family-01 judge_question_script: 본인이 더 일찍 알았더라면 막을 수 있었을 거라는 후회가 있다면 그 마음을 말씀해 주십시오. 그것이 본인의 책임감인지 동생에 대한 의심인지를 갈라야 다음 이야기가 가능합니다.,please state,述べてください,请说明,P1 high-frequency n-gram candidate from Korean corpus. / 검수: 도메인 용어 현지화
DOMAIN-013,DOMAIN_TERM,침묵,811,(global);spouse-01;family-01;friend-01,family-01 case_surface_content: 새 쟁점 '가족 기록과 침묵의 이유'가 드러났습니다. 기록의 의미와 침묵의 범위를 확인하십시오.,family-01 case_surface_content: dc-4 가족 기록과 침묵의 이유,family-01 case_surface_content: 가족 기록과 침묵의 이유,silence,沈黙,沉默,P1 high-frequency n-gram candidate from Korean corpus. / 검수: 도메인 용어 현지화
DOMAIN-014,DOMAIN_TERM,판단,796,(global);spouse-01;family-01;friend-01,"family-01 case_surface_content: 유서 작성 당시 판단 능력과 개입 경계를 더 깊이 추궁하거나, 요양보호사 증언으로 보강할 수 있습니다.","family-01 case_surface_content: 어머니의 판단 능력은 완전히 상실되지 않았으나, 윤정후의 개입은 적법성 문제를 남긴다.",family-01 case_surface_content: 유서 작성과 판단 능력,judgment,判断,判断,P1 high-frequency n-gram candidate from Korean corpus. / 검수: 도메인 용어 현지화
DOMAIN-015,DOMAIN_TERM,송다,743,friend-01,friend-01 case_surface_content: e-5 송다은 아버지 문자,"friend-01 case_surface_content: 송다은의 발언 ""수민이가 또 내 남자한테 연락한다""","friend-01 case_surface_content: 예비신랑이 먼저 선을 넘었다면, 왜 그때 바로 송다은에게 말하지 않았습니까?",Song Da-eun,ソン・ダウン,宋多恩,P1 high-frequency n-gram candidate from Korean corpus. / 검수: 도메인 용어 현지화
DOMAIN-016,DOMAIN_TERM,설명,733,(global);spouse-01;family-01;friend-01,family-01 case_surface_content: 이 유서를 처음 봤을 때 무엇이 가장 억울했는지 설명해 주십시오.,family-01 case_surface_content: 이 유서의 비율과 작성 절차를 어떻게 이해하고 있었는지 설명해 주십시오.,family-01 case_surface_content: 동생의 방문이 왜 유서 개입 의심으로 이어졌는지 설명해 주십시오.,explanation,説明,说明,P1 high-frequency n-gram candidate from Korean corpus. / 검수: 도메인 용어 현지화
DOMAIN-017,DOMAIN_TERM,부분,709,(global);spouse-01;family-01;friend-01,family-01 case_surface_content: 숫자 부분은 접힌 자국과 가림 처리,family-01 case_surface_content: 비율 부분,friend-01 case_surface_content: 양쪽 모두 상대를 단정한 부분이 있다.,part,部分,部分,P1 high-frequency n-gram candidate from Korean corpus. / 검수: 도메인 용어 현지화
DOMAIN-018,DOMAIN_TERM,접근,692,(global);spouse-01;family-01;friend-01,friend-01 case_surface_content: 예비신랑의 접근과 침묵의 이유가 맞물립니다. 왜 바로 말하지 못했는지 확인할 수 있습니다.,"friend-01 case_surface_content: 예비신랑의 접근과 대조표를 합치면, 최수민의 연락이 경고였다는 결론이 강화된다.",friend-01 case_surface_content: 초반에는 최수민의 9일간 연락 기록과 송다은의 단톡방 발언이 겹치며 최수민이 집착하는 사람으로 보인다. 그러나 예비신랑의 선 넘는 메시지와 송다은 아버지의 돈 접근 패턴이 드러나면서 사건의 중심은 집착이 아니라 반복되는 침묵과 낙인으로 뒤집힌다.,approach,アプローチ,接近,P1 high-frequency n-gram candidate from Korean corpus. / 검수: 도메인 용어 현지화
DOMAIN-019,DOMAIN_TERM,단정,659,(global);spouse-01;family-01;friend-01,"family-01 case_surface_content: 윤정후의 차단 발언 ""지금 단정해서 말할 수 없습니다""","family-01 case_surface_content: 어머니의 인지 능력에 의문이 있지만, 완전히 무효라고 단정하긴 어렵다.",family-01 case_surface_content: 윤태성은 60:40이 윤정후가 자기 몫을 늘린 결과라고 단정한다.,assumption,断定,断定,P1 high-frequency n-gram candidate from Korean corpus. / 검수: 도메인 용어 현지화
DOMAIN-020,DOMAIN_TERM,공감,642,(global);spouse-01;family-01;friend-01,(global) hardcoded_source_literal: 공감으로 신뢰를 얻습니다,(global) hardcoded_source_literal: 응답을 거부합니다. 2턴간 이 당사자에게 질문할 수 없습니다. 공감 접근으로 감정을 낮춰야 합니다.,(global) hardcoded_source_literal: 공감 접근이 효과적입니다.,empathy,共感,共情,P1 high-frequency n-gram candidate from Korean corpus. / 검수: 도메인 용어 현지화
DOMAIN-021,DOMAIN_TERM,공감 접근,630,(global);spouse-01;family-01;friend-01,(global) hardcoded_source_literal: 응답을 거부합니다. 2턴간 이 당사자에게 질문할 수 없습니다. 공감 접근으로 감정을 낮춰야 합니다.,(global) hardcoded_source_literal: 공감 접근이 효과적입니다.,(global) hardcoded_source_literal: 공감 접근이나 부드러운 질문으로 올립니다. 신뢰가 충분하면 자발적 고백을 유도하거나 숨겨진 정보를 얻을 수 있습니다.,empathy approach,共感アプローチ,共情接近,P1 high-frequency n-gram candidate from Korean corpus. / 검수: 도메인 용어 현지화
DOMAIN-022,DOMAIN_TERM,탐색,628,(global);spouse-01;family-01;friend-01,"spouse-01 case_surface_content: 이제 이준호 씨 가족 쪽 상황을 직접 확인하거나, 동기 탐색으로 숨긴 이유를 물어볼 수 있습니다.",spouse-01 case_surface_content: e-6이 Excerpt 이상이 되거나 A에게 동기탐색 2회가 누적되면 생성,(global) hardcoded_source_literal: 행동의 진짜 이유를 탐색합니다,probe,探索,探查,P1 high-frequency n-gram candidate from Korean corpus. / 검수: 도메인 용어 현지화
DOMAIN-023,DOMAIN_TERM,동기 탐색,625,(global);spouse-01;family-01;friend-01,"spouse-01 case_surface_content: 이제 이준호 씨 가족 쪽 상황을 직접 확인하거나, 동기 탐색으로 숨긴 이유를 물어볼 수 있습니다.",(global) hardcoded_source_literal: 사실 추궁이나 동기 탐색이 효과적입니다.,(global) hardcoded_source_literal: 동기 탐색,motive probe,動機探索,动机探查,P1 high-frequency n-gram candidate from Korean corpus. / 검수: 도메인 용어 현지화
DOMAIN-024,DOMAIN_TERM,분리해,599,(global);spouse-01;family-01;friend-01,family-01 case_surface_content: 공증 당일 어머니 상태와 자필 연습본의 비율을 분리해 확인하십시오.,family-01 case_surface_content: 공증본 60:40과 별도 자필 연습본의 비율 차이는 유언장에 손댄 책임과 그 동기를 분리해서 보게 만든다.,family-01 case_surface_content: 공증인 메모와 자필 연습본을 분리해 확인하게 한다.,separate out,切り分けて,分开,P1 high-frequency n-gram candidate from Korean corpus. / 검수: 도메인 용어 현지화
DOMAIN-025,DOMAIN_TERM,시간,596,(global);spouse-01;family-01;friend-01,family-01 case_surface_content: 공증 3주 전 담당 요양보호사 교체와 윤정후의 장시간 방문이 같은 기간에 겹친다. 변화의 이유는 추가 확인이 필요하다.,family-01 case_surface_content: 윤정후의 말년 방문 횟수와 체류 시간이 일부 늘어난 기록이다. 돌봄 방문인지 서류 논의인지는 아직 구분되지 않는다.,"family-01 case_surface_content: 날짜별 방문자, 시간, 공증 방문 항목을 확인한다.",time,時間,时间,P1 high-frequency n-gram candidate from Korean corpus. / 검수: 도메인 용어 현지화
DOMAIN-026,DOMAIN_TERM,시점,555,(global);spouse-01;family-01;friend-01,family-01 case_surface_content: 요양원 방문기록의 증가 시점과 전 요양보호사가 종이를 읽어드린 시점이 겹친다.,family-01 case_surface_content: 자필 연습본과 어머니 일기장의 시점이 한 흐름으로 묶인다. 비율을 낮춰 가면서까지 막으려 한 것이 무엇인지 물어야 한다.,"family-01 case_surface_content: 윤정후는 어머니 말년에 자주 방문하며 유서 내용을 논의했다. 요양보호사 교체와 공증 시점이 겹치지만, 어머니 의사를 완전히 무시한 것은 아니었다.",timing,時点,时间点,P1 high-frequency n-gram candidate from Korean corpus. / 검수: 도메인 용어 현지화
DOMAIN-027,DOMAIN_TERM,윤정후 씨,545,family-01,"family-01 judge_question_script: 윤정후 씨, 보호사 교체가 본인 결정이었다면 형 앞에서 그 이유를 풀어 두기 어려웠을 수 있습니다. 어떤 사정으로 교체를 진행했는지 본인이 말할 수 있는 만큼 들려주십시오.","family-01 judge_question_script: 윤정후 씨, 교체의 모든 동기를 한 번에 말할 필요는 없습니다. 다만 누구와 의논했고 어머니에게는 어떻게 알렸는지부터 차근히 정리해 주십시오.","family-01 judge_question_script: 윤정후 씨, 보호사를 바꾼 사실과 새 보호사 앞에서 어머니에게 무엇을 했는지는 다른 문제입니다. 본인이 직접 한 일부터 분리해 말씀해 주십시오.",Mr. Yoon Jeong-hu,ユン・ジョンフさん,尹正厚先生,P1 high-frequency n-gram candidate from Korean corpus. / 검수: 도메인 용어 현지화
